player_name,player_id,season,season_type,team,poss,mp,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact
Al-Farouq Aminu,aminual01,2021,RS,ORL,154,70,-2.407031322483538,5.838397843605099,3.431366521121561,-6.016332350205844,3.874802610535177,-2.141529739670667,-3.28047517543942,5.792884628021597,2.512409452582177,.1890767430197661,.1890767430197661,0,-2.206114370821137,3.384061321958198,1.177946951137061,.6116262575574944
Kyle Anderson,anderky01,2021,RS,MEM,1543,725,1.246567812658916,1.218730303005608,2.465298115664525,-2.365354820532442,3.766215024314556,1.400860203782115,.5924301981034861,1.828229807791005,2.420660005894491,1.91811374253287,1.91811374253287,0,.4068902902530792,1.581464769672344,1.988355059925423,.2918868568615669
Giannis Antetokounmpo,antetgi01,2021,RS,MIL,2249,1042,4.853023729744922,1.611723093204046,6.464746822948968,1.503141193304448,3.546394157900736,5.049535351205185,4.283776514921061,2.096097023596747,6.379873538517808,4.94146873476826,4.94146873476826,0,4.683072443234194,2.153943214042841,6.837015657277036,1.831302790969119
Kostas Antetokounmpo,antetko01,2021,RS,LAL,19,8,-14.94271456973201,2.566773473032684,-12.37594109669933,-.5570184126224814,-1.248401764395768,-1.805420177018249,-12.99261158606227,1.676461102431003,-11.31615048363127,-.036667583521536,-.036667583521536,0,-9.113167934652475,-2.22208782409249,-11.33525575874497,4.935632964552978
Thanasis Antetokounmpo,antetth01,2021,RS,MIL,450,203,-3.32847463801176,1.990980240321907,-1.337494397689852,-3.363613238138504,.1568057578471525,-3.206807480291351,-3.613271612783171,1.678693994177627,-1.934577618605544,.0849942284627552,.0849942284627552,0,-2.720579865706595,.8040858706706103,-1.916493995035984,.6480738090726916
Carmelo Anthony,anthoca01,2021,RS,POR,1590,762,-.5542081663661763,-.5521310419654578,-1.106339208331634,-7.360597420356487,-1.355295874577896,-8.715893294934382,-2.081663948651365,-.6893916996620435,-2.771055648313409,-.0081142849703277,-.0081142849703277,0,-1.41202630797684,-1.805784423640478,-3.217810731617318,-.8854423248645291
Cole Anthony,anthoco01,2021,RS,ORL,1391,667,-3.502619469474185,-.9155118037229769,-4.418131273197162,-2.626415510748306,-.9914440542966587,-3.617859565044964,-3.431629542765378,-.9691565932535104,-4.400786136018889,-.5576922052169532,-.5576922052169532,0,-3.931589657584626,-1.142071884670413,-5.073661542255039,-.7347898119157258
OG Anunoby,anunoog01,2021,RS,TOR,1480,705,-.7353078027738426,2.368447289977898,1.633139487204056,-2.268398712080407,3.636825948910122,1.368427236829715,-1.118227750778292,2.762107970193779,1.643880219415487,1.586977518979519,1.586977518979519,0,-1.208142771854369,3.324401894483782,2.116259122629412,.4189709109135907
Ryan Arcidiacono,arcidry01,2021,RS,CHI,324,155,.1912817654709491,2.079321668600108,2.270603434071057,-2.095292845936628,7.737337054441753,5.642044208505126,-.2609211375421071,3.395089830995332,3.134168693453225,.4599171672749414,.4599171672749414,0,-1.007170868427305,2.303002068804536,1.295831200377231,-1.177159688581727
D.J. Augustin,augusdj01,2021,RS,MIL,1265,591,.2227183201408848,-2.370697079727427,-2.147978759586542,.2143499083368333,-.6586728421408694,-.4443229338040361,.1732255787670015,-2.192639566481042,-2.01941398771404,.2176976034159611,.2176976034159611,0,.6262542995041637,-2.880375845488443,-2.25412154598428,-1.192829520497638
Deni Avdija,avdijde01,2021,RS,WAS,1208,548,-1.67388544157335,-.3495523716742216,-2.023437813247571,1.014430055965975,.4635369419349649,1.47796699790094,-1.232806418093204,-.1399823936620427,-1.372788811755246,.3852028480154552,.3852028480154552,0,-1.498634812904406,.3475253217822962,-1.151109491122109,.0391681567898839
Deandre Ayton,aytonde01,2021,RS,PHO,1931,950,-2.88835561205915,2.315169301896542,-.5731863101626078,2.277357431861676,-4.532103417059446,-2.25474598519777,-2.011604972979475,1.002164491257483,-1.009440481721992,.8402149734380958,.8402149734380958,0,-2.901041041838533,1.004098656072172,-1.896942385766361,-.4101688308104671
Udoka Azubuike,azubuud01,2021,RS,UTA,107,49,-7.054313139086752,-2.846739020811688,-9.901052159898439,-29.44198306374954,-13.6065899964792,-43.04857306022873,-12.28562464131592,-5.386188245924528,-17.67181288724045,-.3725946305400311,-.3725946305400311,0,-10.7194794295427,-4.866785266604439,-15.58626469614714,-.1215428986660231
Dwayne Bacon,bacondw01,2021,RS,ORL,1618,772,-2.239135199868874,-.5238434831821497,-2.762978683051024,-3.72026008003818,-3.517471773524283,-7.237731853562464,-2.60159047589804,-1.16598655196699,-3.76757702786503,-.3992108308653135,-.3992108308653135,0,-3.49041857607326,-1.273033577564201,-4.763452153637461,-.4009278168576543
Marvin Bagley III,baglema01,2021,RS,SAC,1572,742,-2.758204618944064,-1.123562961931876,-3.88176758087594,.9882331301495453,-5.773062146334179,-4.784829016184633,-2.174281936290275,-2.071576021760804,-4.245857958051078,-.5666271565841309,-.5666271565841309,0,-2.373493861589111,-1.765787854166075,-4.139281715755186,.0612702599030521
